ruta,nombre_archivo,carpeta_origen,numero_features,geometria,crs,columnas_disponibles,tipos_columnas,bounds_extension_espacial,estado,error
data\raw\agebs\huejotzingo\INEGI_AGEB_.shp,INEGI_AGEB_.shp,agebs\huejotzingo,41,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; CVEGEO,ID:object; CVEGEO:object,"{""minx"": -98.46796629436409, ""miny"": 19.133349003923783, ""maxx"": -98.3484397001108, ""maxy"": 19.180490866928135}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Arearuralesnoamanzanadas_.shp,INEGI_Arearuralesnoamanzanadas_.shp,agebs\huejotzingo,32,Point,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVE_ENT; CVE_MUN; CVE_LOC; NOMBRE,CVE_ENT:object; CVE_MUN:object; CVE_LOC:object; NOMBRE:object,"{""minx"": -98.45916331174493, ""miny"": 19.133602134499863, ""maxx"": -98.35095083853747, ""maxy"": 19.17916379065656}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Caminos_.shp,INEGI_Caminos_.shp,agebs\huejotzingo,51,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",OGR_FID; ID_RED; TIPO_VIAL; NOMBRE; CODIGO; COND_PAV; RECUBRI; CARRILES; ESTATUS; CONDICION; NIVEL; PEAJE; ADMINISTRA; JURISDI; CIRCULA; ESCALA_VIS; VELOCIDAD; UNION_INI; UNION_FIN; LONGITUD; ANCHO; FECHA_ACT; CALIREPR,OGR_FID:int32; ID_RED:int64; TIPO_VIAL:object; NOMBRE:object; CODIGO:object; COND_PAV:object; RECUBRI:object; CARRILES:object; ESTATUS:object; CONDICION:object; NIVEL:int32; PEAJE:object; ADMINISTRA:object; JURISDI:object; CIRCULA:object; ESCALA_VIS:int64; VELOCIDAD:object; UNION_INI:int64; UNION_FIN:int64; LONGITUD:float64; ANCHO:float64; FECHA_ACT:object; CALIREPR:object,"{""minx"": -98.46796629436407, ""miny"": 19.133350887826, ""maxx"": -98.34843970011083, ""maxy"": 19.180490586158978}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Carreteras_.shp,INEGI_Carreteras_.shp,agebs\huejotzingo,236,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",OGR_FID; ID_RED; TIPO_VIAL; NOMBRE; CODIGO; COND_PAV; RECUBRI; CARRILES; ESTATUS; CONDICION; NIVEL; PEAJE; ADMINISTRA; JURISDI; CIRCULA; ESCALA_VIS; VELOCIDAD; UNION_INI; UNION_FIN; LONGITUD; ANCHO; FECHA_ACT; CALIREPR,OGR_FID:int32; ID_RED:int64; TIPO_VIAL:object; NOMBRE:object; CODIGO:object; COND_PAV:object; RECUBRI:object; CARRILES:object; ESTATUS:object; CONDICION:object; NIVEL:int32; PEAJE:object; ADMINISTRA:object; JURISDI:object; CIRCULA:object; ESCALA_VIS:int64; VELOCIDAD:object; UNION_INI:int64; UNION_FIN:int64; LONGITUD:float64; ANCHO:float64; FECHA_ACT:object; CALIREPR:object,"{""minx"": -98.46796629436407, ""miny"": 19.13335319458822, ""maxx"": -98.34854975199994, ""maxy"": 19.18049120620316}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Cuencas_.shp,INEGI_Cuencas_.shp,agebs\huejotzingo,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVECUENCA; CVE_RH; RH; CUENCA; AREA_KM2; PERIMETRO,CVECUENCA:object; CVE_RH:object; RH:object; CUENCA:object; AREA_KM2:int32; PERIMETRO:int32,"{""minx"": -98.46796629436405, ""miny"": 19.133349003923783, ""maxx"": -98.34843970011086, ""maxy"": 19.180481584436848}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,4051,Point,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",id_llave_r; subsector_; rama_activ; subrama_ac; clase_acti; estrato_pe; x; y,id_llave_r:int32; subsector_:object; rama_activ:object; subrama_ac:object; clase_acti:object; estrato_pe:object; x:float64; y:float64,"{""minx"": -98.46657637, ""miny"": 19.13469408, ""maxx"": -98.34845044, ""maxy"": 19.18032349}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Estatal_.shp,INEGI_Estatal_.shp,agebs\huejotzingo,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; NOMBRE,ID:object; NOMBRE:object,"{""minx"": -98.46796629436405, ""miny"": 19.133349003923783, ""maxx"": -98.34843970011086, ""maxy"": 19.180481584436848}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Localidad_.shp,INEGI_Localidad_.shp,agebs\huejotzingo,23,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; NOMBRE,ID:object; NOMBRE:object,"{""minx"": -98.46796629436409, ""miny"": 19.133352082056646, ""maxx"": -98.3484397001108, ""maxy"": 19.18049125624377}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Manzanas_.shp,INEGI_Manzanas_.shp,agebs\huejotzingo,796,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVEGEO; CVE_ENT; NOM_ENT; CVE_MUN; NOM_MUN; CVE_LOC; NOM_LOC; CVE_AGEB; CVE_MZA; POBTOT; POBFEM; POBMAS; POB0_14; POB0_14_P; P15A29A; P15A29A_P; P30A59A; P30A59A_P; P_60YMAS; P_60YMAS_P; P_CD_T; P_CD_P; GRAPROES; GRAPROES_F; GRAPROES_M; VIVTOT; VIVPAR; VIVPAR_P; TVIPAHAB; TVIPAHAB_P; VIVNOHAB; VIVNOHAB_P; PROM_OCUP; PRO_OCUP_C; V3MASOCU; V3MASOCU_P; VPH_PIDT; VPH_PIDT_P; VPH_C_EL; VPH_C_EL_P; VPH_EXSA; VPH_EXSA_P; VPH_DREN; VPH_DREN_P; RECUCALL_C; RAMPAS_C; PASOPEAT_C; BANQUETA_C; GUARNICI_C; CICLOVIA_C; CICLOCAR_C; ALUMPUB_C; LETRERO_C; TELPUB_C; ARBOLES_C; DRENAJEP_C; TRANSCOL_C; ACESOPER_C; ACESOAUT_C; PUESSEMI_C; PUESAMBU_C; RECUCALL_D; RAMPAS_D; BANQUETA_D; GUARNICI_D; ALUMPUB_D; LETRERO_D; TELPUB_D; ARBOLES_D; DRENAJEP_D; TRANSCOL_D; ACESOPER_D; ACESOAUT_D; PUESSEMI_D; PUESAMBU_D; FECHA_INF; FECHA_POLI,CVEGEO:object; CVE_ENT:object; NOM_ENT:object; CVE_MUN:object; NOM_MUN:object; CVE_LOC:object; NOM_LOC:object; CVE_AGEB:object; CVE_MZA:object; POBTOT:int32; POBFEM:object; POBMAS:object; POB0_14:int32; POB0_14_P:float64; P15A29A:int32; P15A29A_P:float64; P30A59A:int32; P30A59A_P:float64; P_60YMAS:int32; P_60YMAS_P:float64; P_CD_T:int32; P_CD_P:float64; GRAPROES:float64; GRAPROES_F:object; GRAPROES_M:object; VIVTOT:int32; VIVPAR:int32; VIVPAR_P:float64; TVIPAHAB:int32; TVIPAHAB_P:float64; VIVNOHAB:int32; VIVNOHAB_P:float64; PROM_OCUP:object; PRO_OCUP_C:float64; V3MASOCU:int32; V3MASOCU_P:float64; VPH_PIDT:int32; VPH_PIDT_P:float64; VPH_C_EL:int32; VPH_C_EL_P:float64; VPH_EXSA:int32; VPH_EXSA_P:float64; VPH_DREN:int32; VPH_DREN_P:float64; RECUCALL_C:object; RAMPAS_C:object; PASOPEAT_C:object; BANQUETA_C:object; GUARNICI_C:object; CICLOVIA_C:object; CICLOCAR_C:object; ALUMPUB_C:object; LETRERO_C:object; TELPUB_C:object; ARBOLES_C:object; DRENAJEP_C:object; TRANSCOL_C:object; ACESOPER_C:object; ACESOAUT_C:object; PUESSEMI_C:object; PUESAMBU_C:object; RECUCALL_D:object; RAMPAS_D:object; BANQUETA_D:object; GUARNICI_D:object; ALUMPUB_D:object; LETRERO_D:object; TELPUB_D:object; ARBOLES_D:object; DRENAJEP_D:object; TRANSCOL_D:object; ACESOPER_D:object; ACESOAUT_D:object; PUESSEMI_D:object; PUESAMBU_D:object; FECHA_INF:int32; FECHA_POLI:int32,"{""minx"": -98.46796629436409, ""miny"": 19.133352286801667, ""maxx"": -98.3484397001108, ""maxy"": 19.18048933016645}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Regiones_.shp,INEGI_Regiones_.shp,agebs\huejotzingo,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",IDDB; ID; CVE_RH; RH; AREA_KM2; PERIMETRO,IDDB:int32; ID:int32; CVE_RH:object; RH:object; AREA_KM2:int32; PERIMETRO:int32,"{""minx"": -98.46796629436405, ""miny"": 19.133349003923783, ""maxx"": -98.34843970011086, ""maxy"": 19.180481584436848}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Subcuencas_.shp,INEGI_Subcuencas_.shp,agebs\huejotzingo,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; CVE_SUBCUE; CVE_RH; RH; CVECUENCA; CUENCA; SUBCUENCA; AREA_KM2; PERIMETRO; Cuenca_hid,ID:int32; CVE_SUBCUE:object; CVE_RH:object; RH:object; CVECUENCA:object; CUENCA:object; SUBCUENCA:object; AREA_KM2:int32; PERIMETRO:int32; Cuenca_hid:object,"{""minx"": -98.46796629436405, ""miny"": 19.133349003923783, ""maxx"": -98.34843970011086, ""maxy"": 19.180481584436848}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\huejotzingo\INEGI_Vialidades_.shp,INEGI_Vialidades_.shp,agebs\huejotzingo,2815,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVEGEO; TIPO_VIAL; NOM_VIAL; SENTIDO; FECHA_ACT,CVEGEO:object; TIPO_VIAL:object; NOM_VIAL:object; SENTIDO:object; FECHA_ACT:object,"{""minx"": -98.46796629436409, ""miny"": 19.133352082056646, ""maxx"": -98.3484397001108, ""maxy"": 19.180491124363577}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_AGEB_.shp,INEGI_AGEB_.shp,agebs\san_martin,80,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; CVEGEO,ID:object; CVEGEO:object,"{""minx"": -98.50957962463013, ""miny"": 19.26295013705918, ""maxx"": -98.38015700845718, ""maxy"": 19.313954350657305}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Arearuralesnoamanzanadas_.shp,INEGI_Arearuralesnoamanzanadas_.shp,agebs\san_martin,34,Point,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVE_ENT; CVE_MUN; CVE_LOC; NOMBRE,CVE_ENT:object; CVE_MUN:object; CVE_LOC:object; NOMBRE:object,"{""minx"": -98.49261330316676, ""miny"": 19.2659148816888, ""maxx"": -98.3839536078838, ""maxy"": 19.313287926477877}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Caminos_.shp,INEGI_Caminos_.shp,agebs\san_martin,121,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",OGR_FID; ID_RED; TIPO_VIAL; NOMBRE; CODIGO; COND_PAV; RECUBRI; CARRILES; ESTATUS; CONDICION; NIVEL; PEAJE; ADMINISTRA; JURISDI; CIRCULA; ESCALA_VIS; VELOCIDAD; UNION_INI; UNION_FIN; LONGITUD; ANCHO; FECHA_ACT; CALIREPR,OGR_FID:int32; ID_RED:int64; TIPO_VIAL:object; NOMBRE:object; CODIGO:object; COND_PAV:object; RECUBRI:object; CARRILES:object; ESTATUS:object; CONDICION:object; NIVEL:int32; PEAJE:object; ADMINISTRA:object; JURISDI:object; CIRCULA:object; ESCALA_VIS:int64; VELOCIDAD:object; UNION_INI:int64; UNION_FIN:int64; LONGITUD:float64; ANCHO:float64; FECHA_ACT:object; CALIREPR:object,"{""minx"": -98.5095796246301, ""miny"": 19.262960847480013, ""maxx"": -98.38015700845718, ""maxy"": 19.313955376200173}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Carreteras_.shp,INEGI_Carreteras_.shp,agebs\san_martin,414,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",OGR_FID; ID_RED; TIPO_VIAL; NOMBRE; CODIGO; COND_PAV; RECUBRI; CARRILES; ESTATUS; CONDICION; NIVEL; PEAJE; ADMINISTRA; JURISDI; CIRCULA; ESCALA_VIS; VELOCIDAD; UNION_INI; UNION_FIN; LONGITUD; ANCHO; FECHA_ACT; CALIREPR,OGR_FID:int32; ID_RED:int64; TIPO_VIAL:object; NOMBRE:object; CODIGO:object; COND_PAV:object; RECUBRI:object; CARRILES:object; ESTATUS:object; CONDICION:object; NIVEL:int32; PEAJE:object; ADMINISTRA:object; JURISDI:object; CIRCULA:object; ESCALA_VIS:int64; VELOCIDAD:object; UNION_INI:int64; UNION_FIN:int64; LONGITUD:float64; ANCHO:float64; FECHA_ACT:object; CALIREPR:object,"{""minx"": -98.5095796246301, ""miny"": 19.262959663950074, ""maxx"": -98.38529629799996, ""maxy"": 19.31395379430433}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Cuencas_.shp,INEGI_Cuencas_.shp,agebs\san_martin,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVECUENCA; CVE_RH; RH; CUENCA; AREA_KM2; PERIMETRO,CVECUENCA:object; CVE_RH:object; RH:object; CUENCA:object; AREA_KM2:int32; PERIMETRO:int32,"{""minx"": -98.50957962463009, ""miny"": 19.26295013705918, ""maxx"": -98.38015700845719, ""maxy"": 19.313944152602332}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,14201,Point,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",id_llave_r; subsector_; rama_activ; subrama_ac; clase_acti; estrato_pe; x; y,id_llave_r:int32; subsector_:object; rama_activ:object; subrama_ac:object; clase_acti:object; estrato_pe:object; x:float64; y:float64,"{""minx"": -98.50942151, ""miny"": 19.26296162, ""maxx"": -98.38015924, ""maxy"": 19.31388225}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Estatal_.shp,INEGI_Estatal_.shp,agebs\san_martin,2,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; NOMBRE,ID:object; NOMBRE:object,"{""minx"": -98.50957962463009, ""miny"": 19.26295013705918, ""maxx"": -98.38015700845719, ""maxy"": 19.31395183016225}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Localidad_.shp,INEGI_Localidad_.shp,agebs\san_martin,39,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; NOMBRE,ID:object; NOMBRE:object,"{""minx"": -98.50957962463009, ""miny"": 19.26295013705918, ""maxx"": -98.38015700845718, ""maxy"": 19.31395377378196}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Regiones_.shp,INEGI_Regiones_.shp,agebs\san_martin,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",IDDB; ID; CVE_RH; RH; AREA_KM2; PERIMETRO,IDDB:int32; ID:int32; CVE_RH:object; RH:object; AREA_KM2:int32; PERIMETRO:int32,"{""minx"": -98.50957962463009, ""miny"": 19.26295013705918, ""maxx"": -98.38015700845719, ""maxy"": 19.313944152602332}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Subcuencas_.shp,INEGI_Subcuencas_.shp,agebs\san_martin,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; CVE_SUBCUE; CVE_RH; RH; CVECUENCA; CUENCA; SUBCUENCA; AREA_KM2; PERIMETRO; Cuenca_hid,ID:int32; CVE_SUBCUE:object; CVE_RH:object; RH:object; CVECUENCA:object; CUENCA:object; SUBCUENCA:object; AREA_KM2:int32; PERIMETRO:int32; Cuenca_hid:object,"{""minx"": -98.50957962463009, ""miny"": 19.26295013705918, ""maxx"": -98.38015700845719, ""maxy"": 19.313944152602332}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\san_martin\INEGI_Vialidades_.shp,INEGI_Vialidades_.shp,agebs\san_martin,7382,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVEGEO; TIPO_VIAL; NOM_VIAL; SENTIDO; FECHA_ACT,CVEGEO:object; TIPO_VIAL:object; NOM_VIAL:object; SENTIDO:object; FECHA_ACT:object,"{""minx"": -98.50957962463008, ""miny"": 19.262950541007363, ""maxx"": -98.38015700845716, ""maxy"": 19.31395377378196}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_AGEB_.shp,INEGI_AGEB_.shp,agebs\xalmimilulco,16,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; CVEGEO,ID:object; CVEGEO:object,"{""minx"": -98.43022389347394, ""miny"": 19.193145698257425, ""maxx"": -98.33869646232988, ""maxy"": 19.229230435345894}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Arearuralesnoamanzanadas_.shp,INEGI_Arearuralesnoamanzanadas_.shp,agebs\xalmimilulco,20,Point,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVE_ENT; CVE_MUN; CVE_LOC; NOMBRE,CVE_ENT:object; CVE_MUN:object; CVE_LOC:object; NOMBRE:object,"{""minx"": -98.42193693193664, ""miny"": 19.195506009069167, ""maxx"": -98.34301056264259, ""maxy"": 19.22796739050629}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
