ruta,nombre_archivo,carpeta_origen,numero_features,geometria,crs,columnas_disponibles,tipos_columnas,bounds_extension_espacial,estado,error
data\raw\agebs\xalmimilulco\INEGI_Caminos_.shp,INEGI_Caminos_.shp,agebs\xalmimilulco,57,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",OGR_FID; ID_RED; TIPO_VIAL; NOMBRE; CODIGO; COND_PAV; RECUBRI; CARRILES; ESTATUS; CONDICION; NIVEL; PEAJE; ADMINISTRA; JURISDI; CIRCULA; ESCALA_VIS; VELOCIDAD; UNION_INI; UNION_FIN; LONGITUD; ANCHO; FECHA_ACT; CALIREPR,OGR_FID:int32; ID_RED:int64; TIPO_VIAL:object; NOMBRE:object; CODIGO:object; COND_PAV:object; RECUBRI:object; CARRILES:object; ESTATUS:object; CONDICION:object; NIVEL:int32; PEAJE:object; ADMINISTRA:object; JURISDI:object; CIRCULA:object; ESCALA_VIS:int64; VELOCIDAD:object; UNION_INI:int64; UNION_FIN:int64; LONGITUD:float64; ANCHO:float64; FECHA_ACT:object; CALIREPR:object,"{""minx"": -98.42234056599995, ""miny"": 19.19315136247513, ""maxx"": -98.33869646232992, ""maxy"": 19.229231193195034}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Carreteras_.shp,INEGI_Carreteras_.shp,agebs\xalmimilulco,88,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",OGR_FID; ID_RED; TIPO_VIAL; NOMBRE; CODIGO; COND_PAV; RECUBRI; CARRILES; ESTATUS; CONDICION; NIVEL; PEAJE; ADMINISTRA; JURISDI; CIRCULA; ESCALA_VIS; VELOCIDAD; UNION_INI; UNION_FIN; LONGITUD; ANCHO; FECHA_ACT; CALIREPR,OGR_FID:int32; ID_RED:int64; TIPO_VIAL:object; NOMBRE:object; CODIGO:object; COND_PAV:object; RECUBRI:object; CARRILES:object; ESTATUS:object; CONDICION:object; NIVEL:int32; PEAJE:object; ADMINISTRA:object; JURISDI:object; CIRCULA:object; ESCALA_VIS:int64; VELOCIDAD:object; UNION_INI:int64; UNION_FIN:int64; LONGITUD:float64; ANCHO:float64; FECHA_ACT:object; CALIREPR:object,"{""minx"": -98.43022389347392, ""miny"": 19.193146519240504, ""maxx"": -98.33869646232993, ""maxy"": 19.229230935884612}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Cuencas_.shp,INEGI_Cuencas_.shp,agebs\xalmimilulco,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVECUENCA; CVE_RH; RH; CUENCA; AREA_KM2; PERIMETRO,CVECUENCA:object; CVE_RH:object; RH:object; CUENCA:object; AREA_KM2:int32; PERIMETRO:int32,"{""minx"": -98.43022389347394, ""miny"": 19.193145698257425, ""maxx"": -98.33869646232998, ""maxy"": 19.229225557093045}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,2059,Point,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",id_llave_r; subsector_; rama_activ; subrama_ac; clase_acti; estrato_pe; x; y,id_llave_r:int32; subsector_:object; rama_activ:object; subrama_ac:object; clase_acti:object; estrato_pe:object; x:float64; y:float64,"{""minx"": -98.42401037, ""miny"": 19.19323052, ""maxx"": -98.3387058, ""maxy"": 19.229119}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Estatal_.shp,INEGI_Estatal_.shp,agebs\xalmimilulco,2,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; NOMBRE,ID:object; NOMBRE:object,"{""minx"": -98.43022389347394, ""miny"": 19.193145698257425, ""maxx"": -98.33869646232992, ""maxy"": 19.229230435345897}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Localidad_.shp,INEGI_Localidad_.shp,agebs\xalmimilulco,11,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; NOMBRE,ID:object; NOMBRE:object,"{""minx"": -98.42728289553509, ""miny"": 19.19314651246584, ""maxx"": -98.33869646232988, ""maxy"": 19.229225820769926}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Manzanas_.shp,INEGI_Manzanas_.shp,agebs\xalmimilulco,233,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVEGEO; CVE_ENT; NOM_ENT; CVE_MUN; NOM_MUN; CVE_LOC; NOM_LOC; CVE_AGEB; CVE_MZA; POBTOT; POBFEM; POBMAS; POB0_14; POB0_14_P; P15A29A; P15A29A_P; P30A59A; P30A59A_P; P_60YMAS; P_60YMAS_P; P_CD_T; P_CD_P; GRAPROES; GRAPROES_F; GRAPROES_M; VIVTOT; VIVPAR; VIVPAR_P; TVIPAHAB; TVIPAHAB_P; VIVNOHAB; VIVNOHAB_P; PROM_OCUP; PRO_OCUP_C; V3MASOCU; V3MASOCU_P; VPH_PIDT; VPH_PIDT_P; VPH_C_EL; VPH_C_EL_P; VPH_EXSA; VPH_EXSA_P; VPH_DREN; VPH_DREN_P; RECUCALL_C; RAMPAS_C; PASOPEAT_C; BANQUETA_C; GUARNICI_C; CICLOVIA_C; CICLOCAR_C; ALUMPUB_C; LETRERO_C; TELPUB_C; ARBOLES_C; DRENAJEP_C; TRANSCOL_C; ACESOPER_C; ACESOAUT_C; PUESSEMI_C; PUESAMBU_C; RECUCALL_D; RAMPAS_D; BANQUETA_D; GUARNICI_D; ALUMPUB_D; LETRERO_D; TELPUB_D; ARBOLES_D; DRENAJEP_D; TRANSCOL_D; ACESOPER_D; ACESOAUT_D; PUESSEMI_D; PUESAMBU_D; FECHA_INF; FECHA_POLI,CVEGEO:object; CVE_ENT:object; NOM_ENT:object; CVE_MUN:object; NOM_MUN:object; CVE_LOC:object; NOM_LOC:object; CVE_AGEB:object; CVE_MZA:object; POBTOT:int32; POBFEM:object; POBMAS:object; POB0_14:int32; POB0_14_P:float64; P15A29A:int32; P15A29A_P:float64; P30A59A:int32; P30A59A_P:float64; P_60YMAS:int32; P_60YMAS_P:float64; P_CD_T:int32; P_CD_P:float64; GRAPROES:float64; GRAPROES_F:object; GRAPROES_M:object; VIVTOT:int32; VIVPAR:int32; VIVPAR_P:float64; TVIPAHAB:int32; TVIPAHAB_P:float64; VIVNOHAB:int32; VIVNOHAB_P:float64; PROM_OCUP:object; PRO_OCUP_C:float64; V3MASOCU:int32; V3MASOCU_P:float64; VPH_PIDT:int32; VPH_PIDT_P:float64; VPH_C_EL:int32; VPH_C_EL_P:float64; VPH_EXSA:int32; VPH_EXSA_P:float64; VPH_DREN:int32; VPH_DREN_P:float64; RECUCALL_C:object; RAMPAS_C:object; PASOPEAT_C:object; BANQUETA_C:object; GUARNICI_C:object; CICLOVIA_C:object; CICLOCAR_C:object; ALUMPUB_C:object; LETRERO_C:object; TELPUB_C:object; ARBOLES_C:object; DRENAJEP_C:object; TRANSCOL_C:object; ACESOPER_C:object; ACESOAUT_C:object; PUESSEMI_C:object; PUESAMBU_C:object; RECUCALL_D:object; RAMPAS_D:object; BANQUETA_D:object; GUARNICI_D:object; ALUMPUB_D:object; LETRERO_D:object; TELPUB_D:object; ARBOLES_D:object; DRENAJEP_D:object; TRANSCOL_D:object; ACESOPER_D:object; ACESOAUT_D:object; PUESSEMI_D:object; PUESAMBU_D:object; FECHA_INF:int32; FECHA_POLI:int32,"{""minx"": -98.4272252218777, ""miny"": 19.193146533363006, ""maxx"": -98.33869646232988, ""maxy"": 19.229069580157557}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Regiones_.shp,INEGI_Regiones_.shp,agebs\xalmimilulco,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",IDDB; ID; CVE_RH; RH; AREA_KM2; PERIMETRO,IDDB:int32; ID:int32; CVE_RH:object; RH:object; AREA_KM2:int32; PERIMETRO:int32,"{""minx"": -98.43022389347394, ""miny"": 19.193145698257425, ""maxx"": -98.33869646232998, ""maxy"": 19.229225557093045}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Subcuencas_.shp,INEGI_Subcuencas_.shp,agebs\xalmimilulco,1,Polygon,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",ID; CVE_SUBCUE; CVE_RH; RH; CVECUENCA; CUENCA; SUBCUENCA; AREA_KM2; PERIMETRO; Cuenca_hid,ID:int32; CVE_SUBCUE:object; CVE_RH:object; RH:object; CVECUENCA:object; CUENCA:object; SUBCUENCA:object; AREA_KM2:int32; PERIMETRO:int32; Cuenca_hid:object,"{""minx"": -98.43022389347394, ""miny"": 19.193145698257425, ""maxx"": -98.33869646232998, ""maxy"": 19.229225557093045}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\agebs\xalmimilulco\INEGI_Vialidades_.shp,INEGI_Vialidades_.shp,agebs\xalmimilulco,1144,LineString,"GEOGCS[""WGS84(DD)"",DATUM[""WGS84"",SPHEROID[""WGS84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AXIS[""Longitude"",EAST],AXIS[""Latitude"",NORTH]]",CVEGEO; TIPO_VIAL; NOM_VIAL; SENTIDO; FECHA_ACT,CVEGEO:object; TIPO_VIAL:object; NOM_VIAL:object; SENTIDO:object; FECHA_ACT:object,"{""minx"": -98.42724237454638, ""miny"": 19.193146521790165, ""maxx"": -98.33869646232988, ""maxy"": 19.22922582077048}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad\RH18Ad_dr.shp,RH18Ad_dr.shp,hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad,4,Point,EPSG:4019,ID; CVE_SUBC; TIPO; CONDICION; ID_DRENA; ARBSUM; NUM_LIN,ID:int64; CVE_SUBC:object; TIPO:int64; CONDICION:object; ID_DRENA:int64; ARBSUM:int64; NUM_LIN:int64,"{""minx"": -98.33301218459998, ""miny"": 18.955252697299997, ""maxx"": -98.26614074959997, ""maxy"": 19.078970923099995}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad\RH18Ad_ha.shp,RH18Ad_ha.shp,hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad,243,Polygon,EPSG:4019,IDBD; FC; CONDICION,IDBD:int64; FC:int64; CONDICION:object,"{""minx"": -98.67340106153844, ""miny"": 18.95122944615386, ""maxx"": -98.07018370769225, ""maxy"": 19.488908184615376}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad\RH18Ad_hl.shp,RH18Ad_hl.shp,hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad,6097,LineString,EPSG:4019,ID; CVE_SUBC; CLAVE50K; TIPO; ENTIDAD; FC; CONDICION; EDICION; FECHA; LENGTHM; ID_DRENA; FLOWDIR; ENABLED; DESC_ENABL; CALI_REPR; SEQUENCEID; ORDER_1; LEVEL_1; ARBSUM_1; PATHL_1,ID:int64; CVE_SUBC:object; CLAVE50K:object; TIPO:int64; ENTIDAD:object; FC:int64; CONDICION:object; EDICION:object; FECHA:datetime64[ms]; LENGTHM:float64; ID_DRENA:int32; FLOWDIR:int64; ENABLED:int32; DESC_ENABL:object; CALI_REPR:int64; SEQUENCEID:float64; ORDER_1:int64; LEVEL_1:int64; ARBSUM_1:float64; PATHL_1:float64,"{""minx"": -98.72164986149997, ""miny"": 18.917548092299995, ""maxx"": -98.03277032309998, ""maxy"": 19.489375246199995}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad\RH18Ad_subc.shp,RH18Ad_subc.shp,hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad,1,Polygon,EPSG:4019,ID; CVE_SUBCUE; CVE_RH; RH; CVE_CUE; CUENCA; CVE_SUBC; SUBCUENCA; AREA_KM2; PERIMETRO; TIPO; DRENAJE1; DESCARGA1; DRENAJE2; DESCARGA2; DRENAJE3; DESCARGA3; DRENAJE4; DESCARGA4; TOT_DESC,ID:float64; CVE_SUBCUE:object; CVE_RH:object; RH:object; CVE_CUE:object; CUENCA:object; CVE_SUBC:object; SUBCUENCA:object; AREA_KM2:float64; PERIMETRO:float64; TIPO:object; DRENAJE1:object; DESCARGA1:int32; DRENAJE2:object; DESCARGA2:int32; DRENAJE3:object; DESCARGA3:int32; DRENAJE4:object; DESCARGA4:int32; TOT_DESC:int32,"{""minx"": -98.7228506622797, ""miny"": 18.914545061120272, ""maxx"": -98.02963865827968, ""maxy"": 19.493050491120314}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad\RH18Ad_to.shp,RH18Ad_to.shp,hidrografia_atoyac\RH18A\RH18\RH18A\RH18Ad,313,Point,EPSG:4019,JOIN_COUNT; FC; IDENTIFICA; LATITUD; LONGITUD; X_CCL; X_UTM; Y_CCL; Y_UTM; CALI_REPR; CLASE; TERMINO_GE; NOMBRE; NOMBRE_COM; NOMBRE_REG; CARTA; GEOMETRIA_; COMOD; CVE_EDO; NOM_EDOM; CVE_MUN; NOM_MUNM,JOIN_COUNT:float64; FC:object; IDENTIFICA:object; LATITUD:object; LONGITUD:object; X_CCL:object; X_UTM:object; Y_CCL:object; Y_UTM:object; CALI_REPR:object; CLASE:object; TERMINO_GE:object; NOMBRE:object; NOMBRE_COM:object; NOMBRE_REG:object; CARTA:object; GEOMETRIA_:float64; COMOD:int64; CVE_EDO:object; NOM_EDOM:object; CVE_MUN:object; NOM_MUNM:object,"{""minx"": -98.7165486153846, ""miny"": 18.93695778461538, ""maxx"": -98.05036027692306, ""maxy"": 19.47694583076923}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa\RH18Aa_dr.shp,RH18Aa_dr.shp,hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa,1,Point,EPSG:4019,ID; CVE_SUBC; TIPO; CONDICION; ID_DRENA; ARBSUM; NUM_LIN,ID:int64; CVE_SUBC:object; TIPO:int64; CONDICION:object; ID_DRENA:int64; ARBSUM:int64; NUM_LIN:int64,"{""minx"": -98.81279615889997, ""miny"": 18.070352503899997, ""maxx"": -98.81279615889997, ""maxy"": 18.070352503899997}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa\RH18Aa_ha.shp,RH18Aa_ha.shp,hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa,13,MultiPolygon; Polygon,EPSG:4019,IDBD; FC; CONDICION,IDBD:int64; FC:int64; CONDICION:object,"{""minx"": -98.81363024615376, ""miny"": 18.026471584615365, ""maxx"": -98.19999812830886, ""maxy"": 18.590844405977634}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa\RH18Aa_hl.shp,RH18Aa_hl.shp,hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa,6343,LineString,EPSG:4019,ID; CVE_SUBC; CLAVE50K; TIPO; ENTIDAD; FC; CONDICION; EDICION; FECHA; LENGTHM; ID_DRENA; FLOWDIR; ENABLED; DESC_ENABL; CALI_REPR; SEQUENCEID; ORDER_1; LEVEL_1; ARBSUM_1; PATHL_1,ID:int64; CVE_SUBC:object; CLAVE50K:object; TIPO:int64; ENTIDAD:object; FC:int64; CONDICION:object; EDICION:object; FECHA:datetime64[ms]; LENGTHM:float64; ID_DRENA:int32; FLOWDIR:int64; ENABLED:int32; DESC_ENABL:object; CALI_REPR:int64; SEQUENCEID:float64; ORDER_1:int64; LEVEL_1:int64; ARBSUM_1:float64; PATHL_1:float64,"{""minx"": -98.84855970769998, ""miny"": 17.973427384599994, ""maxx"": -97.98594275379997, ""maxy"": 18.677358338499996}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa\RH18Aa_subc.shp,RH18Aa_subc.shp,hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa,1,Polygon,EPSG:4019,ID; CVE_SUBCUE; CVE_RH; RH; CVE_CUE; CUENCA; CVE_SUBC; SUBCUENCA; AREA_KM2; PERIMETRO; TIPO; DRENAJE1; DESCARGA1; DRENAJE2; DESCARGA2; DRENAJE3; DESCARGA3; DRENAJE4; DESCARGA4; TOT_DESC,ID:float64; CVE_SUBCUE:object; CVE_RH:object; RH:object; CVE_CUE:object; CUENCA:object; CVE_SUBC:object; SUBCUENCA:object; AREA_KM2:float64; PERIMETRO:float64; TIPO:object; DRENAJE1:object; DESCARGA1:int32; DRENAJE2:object; DESCARGA2:int32; DRENAJE3:object; DESCARGA3:int32; DRENAJE4:object; DESCARGA4:int32; TOT_DESC:int32,"{""minx"": -98.8494632522797, ""miny"": 17.970524049120346, ""maxx"": -97.98326256027961, ""maxy"": 18.67768800112029}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa\RH18Aa_to.shp,RH18Aa_to.shp,hidrografia_atoyac\RH18Aa\RH18\RH18A\RH18Aa,429,Point,EPSG:4019,JOIN_COUNT; FC; IDENTIFICA; LATITUD; LONGITUD; X_CCL; X_UTM; Y_CCL; Y_UTM; CALI_REPR; CLASE; TERMINO_GE; NOMBRE; NOMBRE_COM; NOMBRE_REG; CARTA; GEOMETRIA_; COMOD; CVE_EDO; NOM_EDOM; CVE_MUN; NOM_MUNM,JOIN_COUNT:float64; FC:object; IDENTIFICA:object; LATITUD:object; LONGITUD:object; X_CCL:object; X_UTM:object; Y_CCL:object; Y_UTM:object; CALI_REPR:object; CLASE:object; TERMINO_GE:object; NOMBRE:object; NOMBRE_COM:object; NOMBRE_REG:object; CARTA:object; GEOMETRIA_:float64; COMOD:int64; CVE_EDO:object; NOM_EDOM:object; CVE_MUN:object; NOM_MUNM:object,"{""minx"": -98.83563306153843, ""miny"": 17.979458615384612, ""maxx"": -97.99177499999998, ""maxy"": 18.66922833846153}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Ab\RH18\RH18A\RH18Ab\RH18Ab_dr.shp,RH18Ab_dr.shp,hidrografia_atoyac\RH18Ab\RH18\RH18A\RH18Ab,10,Point,EPSG:4019,ID; CVE_SUBC; TIPO; CONDICION; ID_DRENA; ARBSUM; NUM_LIN,ID:int64; CVE_SUBC:object; TIPO:int64; CONDICION:object; ID_DRENA:int64; ARBSUM:int64; NUM_LIN:int64,"{""minx"": -98.20216950469998, ""miny"": 18.588212672099996, ""maxx"": -97.70600887689997, ""maxy"": 19.125729118299997}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Ab\RH18\RH18A\RH18Ab\RH18Ab_ha.shp,RH18Ab_ha.shp,hidrografia_atoyac\RH18Ab\RH18\RH18A\RH18Ab,152,MultiPolygon; Polygon,EPSG:4019,IDBD; FC; CONDICION,IDBD:int64; FC:int64; CONDICION:object,"{""minx"": -98.20601869010065, ""miny"": 18.535684876923085, ""maxx"": -97.46564693846149, ""maxy"": 19.17370767692309}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Ab\RH18\RH18A\RH18Ab\RH18Ab_hl.shp,RH18Ab_hl.shp,hidrografia_atoyac\RH18Ab\RH18\RH18A\RH18Ab,7282,LineString,EPSG:4019,ID; CVE_SUBC; CLAVE50K; TIPO; ENTIDAD; FC; CONDICION; EDICION; FECHA; LENGTHM; ID_DRENA; FLOWDIR; ENABLED; DESC_ENABL; CALI_REPR; SEQUENCEID; ORDER_1; LEVEL_1; ARBSUM_1; PATHL_1,ID:int64; CVE_SUBC:object; CLAVE50K:object; TIPO:int64; ENTIDAD:object; FC:int64; CONDICION:object; EDICION:object; FECHA:datetime64[ms]; LENGTHM:float64; ID_DRENA:int32; FLOWDIR:int64; ENABLED:int32; DESC_ENABL:object; CALI_REPR:int64; SEQUENCEID:float64; ORDER_1:int64; LEVEL_1:int64; ARBSUM_1:float64; PATHL_1:float64,"{""minx"": -98.31543661539997, ""miny"": 18.462527138499993, ""maxx"": -97.4382313077, ""maxy"": 19.228601918399995}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
data\raw\hidrografia_atoyac\RH18Ab\RH18\RH18A\RH18Ab\RH18Ab_subc.shp,RH18Ab_subc.shp,hidrografia_atoyac\RH18Ab\RH18\RH18A\RH18Ab,1,Polygon,EPSG:4019,ID; CVE_SUBCUE; CVE_RH; RH; CVE_CUE; CUENCA; CVE_SUBC; SUBCUENCA; AREA_KM2; PERIMETRO; TIPO; DRENAJE1; DESCARGA1; DRENAJE2; DESCARGA2; DRENAJE3; DESCARGA3; DRENAJE4; DESCARGA4; TOT_DESC,ID:float64; CVE_SUBCUE:object; CVE_RH:object; RH:object; CVE_CUE:object; CUENCA:object; CVE_SUBC:object; SUBCUENCA:object; AREA_KM2:float64; PERIMETRO:float64; TIPO:object; DRENAJE1:object; DESCARGA1:int32; DRENAJE2:object; DESCARGA2:int32; DRENAJE3:object; DESCARGA3:int32; DRENAJE4:object; DESCARGA4:int32; TOT_DESC:int32,"{""minx"": -98.31697039727968, ""miny"": 18.45978647912026, ""maxx"": -97.43306989327961, ""maxy"": 19.230556714120286}",ok_geopandas_fallback,pyogrio_read_info fallo: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
